balance,balance_thousands,age,accounts,tenure_year,calls_semester,logons_semester
51318.55,51.32,35.5,2.0,12.0,0.0,3.0
104175.92,104.18,50.5,3.0,18.0,6.0,9.0
46243.91,46.24,26.5,2.0,5.0,5.0,8.0
78942.02,78.94,19.0,2.0,4.0,6.0,9.0
645788.46,645.79,54.5,3.0,16.0,3.0,6.0
55517.82,55.52,38.0,2.0,15.0,1.0,4.0
189249.73,189.25,49.5,2.0,25.0,6.0,9.0
26814.29,26.81,60.5,2.0,2.0,2.0,5.0
83045.43,83.05,60.5,2.0,16.0,6.0,9.0
66228.14,66.23,45.0,2.0,17.0,1.0,4.0
24115.13,24.12,18.0,2.0,5.0,2.0,5.0
48980.81,48.98,30.5,3.0,11.0,5.0,8.0
184904.55,184.9,81.5,2.0,16.0,5.0,8.0
154449.41,154.45,35.5,3.0,14.0,2.0,5.0
72120.59,72.12,58.0,2.0,6.0,1.0,4.0
25194.78,25.19,36.5,2.0,4.0,3.0,6.0
159802.04,159.8,50.5,2.0,4.0,6.0,9.0
81520.07,81.52,50.0,2.0,15.0,3.0,6.0
156303.12,156.3,39.0,2.0,11.0,4.0,7.0
33207.04,33.21,28.5,2.0,11.0,0.0,3.0
35217.42,35.22,55.5,2.0,14.0,2.0,5.0
154049.12,154.05,66.0,2.0,13.0,2.0,5.0
247752.24,247.75,41.0,2.0,7.0,2.0,5.0
321269.58,321.27,39.0,3.0,21.0,6.0,9.0
36116.33,36.12,48.5,2.0,15.0,1.0,4.0
115713.99,115.71,67.0,2.0,19.0,6.0,9.0
26144.21,26.14,51.0,2.0,4.0,0.0,3.0
325639.54,325.64,67.0,2.0,23.0,4.0,7.0
151023.58,151.02,66.0,2.0,22.0,0.0,3.0
100096.68,100.1,31.5,2.0,15.0,1.0,4.0
807115.99,807.12,33.5,3.0,13.0,6.0,9.0
60164.88,60.16,43.5,3.0,19.0,6.0,9.0
42777.59,42.78,24.0,2.0,10.0,1.0,5.0
67073.19,67.07,33.5,3.0,7.0,3.0,6.0
207793.97,207.79,37.0,3.0,8.0,5.0,8.0
167011.39,167.01,65.0,2.0,8.0,2.0,5.0
121812.57,121.81,55.5,2.0,10.0,3.0,6.0
46393.39,46.39,75.0,2.0,9.0,6.0,9.0
55222.66,55.22,30.5,2.0,12.0,4.0,7.0
30906.9,30.91,52.0,3.0,16.0,0.0,3.0
31329.3,31.33,48.5,2.0,5.0,0.0,3.0
243413.62,243.41,69.0,2.0,23.0,5.0,8.0
35307.99,35.31,43.0,2.0,8.0,4.0,7.0
37396.13,37.4,25.5,2.0,8.0,0.0,3.0
31522.03,31.52,33.0,2.0,9.0,6.0,9.0
68380.21,68.38,24.0,3.0,6.0,5.0,8.0
67239.9,67.24,38.5,2.0,8.0,3.0,6.0
34552.7,34.55,24.0,2.0,20.0,3.0,6.0
26150.26,26.15,44.5,2.0,10.0,0.0,3.0
26177.58,26.18,43.5,2.0,5.0,0.0,3.0
47882.21,47.88,28.5,2.0,6.0,0.0,3.0
493986.38,493.99,63.0,2.0,7.0,6.0,9.0
41298.53,41.3,68.0,2.0,7.0,6.0,9.0
32919.79,32.92,55.5,2.0,33.0,1.0,4.0
229096.17,229.1,53.5,2.0,14.0,2.0,5.0
31034.89,31.03,61.0,2.0,5.0,3.0,6.0
126912.21,126.91,49.5,2.0,14.0,1.0,4.0
37706.84,37.71,48.5,2.0,5.0,3.0,6.0
33737.59,33.74,42.5,2.0,9.0,2.0,5.0
45491.05,45.49,26.5,2.0,5.0,3.0,6.0
173344.79,173.34,35.0,3.0,15.0,6.0,9.0
179106.47,179.11,36.0,3.0,18.0,6.0,9.0
43100.99,43.1,31.5,2.0,4.0,3.0,6.0
37303.27,37.3,38.0,2.0,9.0,4.0,7.0
83777.95,83.78,51.0,2.0,14.0,6.0,9.0
179650.31,179.65,48.0,2.0,18.0,5.0,8.0
113604.89,113.6,55.0,2.0,14.0,2.0,5.0
2034502.86,2034.5,68.5,2.0,29.0,1.0,4.0
55987.12,55.99,47.0,2.0,7.0,0.0,3.0
23989.66,23.99,27.0,2.0,5.0,2.0,5.0
264219.09,264.22,42.0,4.0,10.0,3.0,6.0
3459338.21,3459.34,50.0,3.0,27.0,3.0,6.0
430658.66,430.66,53.0,3.0,27.0,6.0,9.0
290772.6,290.77,45.5,3.0,22.0,6.0,9.0
556810.57,556.81,54.0,2.0,21.0,3.0,6.0
476845.78,476.85,79.0,2.0,24.0,6.0,9.0
133755.97,133.76,54.5,4.0,31.0,0.0,3.0
24143.12,24.14,55.5,2.0,12.0,1.0,4.0
25234.52,25.23,47.0,2.0,8.0,2.0,5.0
34449.97,34.45,73.0,2.0,22.0,3.0,6.0
59075.75,59.08,30.0,2.0,14.0,5.0,8.0
83657.41,83.66,39.0,2.0,14.0,2.0,5.0
45495.91,45.5,51.5,2.0,10.0,1.0,4.0
70930.37,70.93,39.0,3.0,12.0,1.0,4.0
198436.92,198.44,56.5,2.0,21.0,6.0,9.0
74528.86,74.53,34.5,2.0,11.0,0.0,3.0
51439.73,51.44,54.5,2.0,16.0,3.0,6.0
27604.31,27.6,44.5,2.0,4.0,5.0,8.0
64292.87,64.29,41.5,2.0,13.0,0.0,3.0
69868.61,69.87,52.0,2.0,11.0,5.0,8.0
55083.16,55.08,58.0,2.0,14.0,3.0,6.0
23799.55,23.8,54.5,2.0,26.0,4.0,7.0
114705.84,114.71,32.0,2.0,13.0,6.0,9.0
104796.6,104.8,26.5,3.0,9.0,0.0,3.0
38824.63,38.82,56.5,2.0,7.0,3.0,6.0
158936.15,158.94,39.5,4.0,12.0,3.0,7.0
41619.66,41.62,31.0,2.0,5.0,4.0,7.0
105115.1,105.12,48.0,2.0,16.0,5.0,8.0
77487.82,77.49,42.5,2.0,11.0,5.0,8.0
30395.07,30.4,40.0,2.0,11.0,2.0,5.0
51704.04,51.7,23.5,2.0,22.0,1.0,4.0
72819.45,72.82,63.5,2.0,25.0,1.0,4.0
274264.61,274.26,68.5,2.0,7.0,4.0,7.0
67225.55,67.23,57.5,2.0,8.0,6.0,9.0
23810.52,23.81,67.5,2.0,14.0,1.0,4.0
169735.35,169.74,37.0,2.0,28.0,3.0,6.0
51041.15,51.04,55.0,3.0,5.0,2.0,5.0
55133.47,55.13,27.5,2.0,5.0,3.0,6.0
31484.64,31.48,55.0,2.0,4.0,4.0,7.0
38770.36,38.77,28.0,3.0,5.0,1.0,4.0
495555.6,495.56,52.5,2.0,23.0,6.0,9.0
78555.5,78.56,21.5,3.0,5.0,0.0,3.0
48850.15,48.85,61.5,2.0,6.0,2.0,5.0
99520.08,99.52,49.0,2.0,19.0,1.0,4.0
46047.78,46.05,61.0,2.0,4.0,3.0,6.0
28182.65,28.18,27.5,3.0,6.0,5.0,8.0
56537.35,56.54,70.5,2.0,22.0,6.0,9.0
74953.44,74.95,68.0,2.0,27.0,6.0,9.0
357934.62,357.93,53.0,4.0,8.0,6.0,9.0
32228.55,32.23,33.5,2.0,12.0,3.0,6.0
71627.76,71.63,56.5,2.0,9.0,6.0,9.0
27165.03,27.17,44.0,2.0,8.0,0.0,3.0
32612.12,32.61,41.0,2.0,7.0,1.0,4.0
66218.52,66.22,51.0,2.0,21.0,6.0,9.0
67504.26,67.5,25.0,2.0,17.0,1.0,4.0
34886.89,34.89,75.0,2.0,4.0,0.0,3.0
35993.46,35.99,52.5,2.0,15.0,0.0,3.0
40207.9,40.21,29.5,2.0,21.0,0.0,3.0
164290.82,164.29,78.0,2.0,24.0,3.0,7.0
4477199.95,4477.2,60.5,4.0,32.0,6.0,9.0
28428.47,28.43,20.5,2.0,13.0,0.0,3.0
54883.11,54.88,58.0,2.0,22.0,2.0,5.0
25254.5,25.25,39.0,2.0,6.0,3.0,6.0
213872.66,213.87,60.0,2.0,21.0,2.0,5.0
157842.7,157.84,33.5,2.0,9.0,2.0,5.0
43113.36,43.11,63.0,2.0,15.0,1.0,4.0
171462.56,171.46,28.5,3.0,13.0,5.0,8.0
102356.93,102.36,23.0,3.0,7.0,6.0,9.0
45790.75,45.79,35.0,3.0,4.0,5.0,8.0
761763.75,761.76,68.0,2.0,12.0,5.0,8.0
105440.56,105.44,70.0,2.0,16.0,6.0,9.0
78142.27,78.14,38.0,2.0,7.0,2.0,5.0
46363.96,46.36,28.0,3.0,21.0,1.0,4.0
31910.93,31.91,46.0,2.0,7.0,5.0,8.0
97293.7,97.29,36.5,2.0,6.0,0.0,3.0
68182.6,68.18,42.5,2.0,15.0,2.0,5.0
60128.37,60.13,43.0,3.0,15.0,6.0,9.0
144315.4,144.32,68.0,2.0,10.0,1.0,4.0
52791.27,52.79,23.0,2.0,6.0,1.0,4.0
24301.9,24.3,40.5,2.0,16.0,1.0,4.0
63274.3,63.27,67.0,3.0,24.0,5.0,8.0
105215.66,105.22,30.5,2.0,7.0,6.0,9.0
35446.29,35.45,41.5,2.0,13.0,2.0,5.0
107405.34,107.41,36.0,2.0,13.0,0.0,4.0
145607.9,145.61,64.5,2.0,9.0,4.0,7.0
227299.98,227.3,57.0,3.0,12.0,5.0,8.0
43081.93,43.08,26.0,2.0,8.0,1.0,4.0
58268.77,58.27,29.0,3.0,7.0,6.0,9.0
30450.0,30.45,20.0,2.0,5.0,0.0,3.0
71753.66,71.75,63.0,2.0,7.0,2.0,5.0
36901.27,36.9,25.0,3.0,6.0,6.0,9.0
120925.36,120.93,48.0,2.0,10.0,1.0,5.0
27532.3,27.53,41.5,2.0,6.0,0.0,3.0
32364.48,32.36,58.5,2.0,19.0,1.0,4.0
259915.45,259.92,57.5,2.0,10.0,5.0,8.0
36340.09,36.34,48.5,2.0,18.0,1.0,4.0
137402.16,137.4,49.5,3.0,14.0,2.0,5.0
461533.46,461.53,55.5,4.0,21.0,6.0,9.0
55374.32,55.37,37.5,2.0,5.0,6.0,9.0
82797.29,82.8,33.5,3.0,9.0,3.0,6.0
50647.88,50.65,30.0,2.0,4.0,6.0,9.0
29286.3,29.29,30.5,2.0,6.0,6.0,9.0
31121.79,31.12,48.5,2.0,6.0,1.0,4.0
51443.13,51.44,33.0,2.0,4.0,1.0,4.0
35603.53,35.6,25.5,2.0,4.0,5.0,8.0
29191.15,29.19,37.5,2.0,15.0,2.0,5.0
66548.57,66.55,46.5,4.0,6.0,1.0,4.0
209124.5,209.12,64.0,2.0,16.0,5.0,8.0
100567.0,100.57,32.0,3.0,6.0,6.0,9.0
24428.69,24.43,30.5,2.0,15.0,0.0,3.0
38119.9,38.12,26.0,2.0,12.0,6.0,9.0
54788.14,54.79,81.0,2.0,15.0,3.0,6.0
66222.0,66.22,65.5,2.0,15.0,3.0,6.0
218707.54,218.71,75.5,2.0,12.0,0.0,3.0
513751.96,513.75,56.0,3.0,12.0,2.0,5.0
28985.0,28.98,45.5,2.0,7.0,1.0,4.0
151519.3,151.52,50.5,5.0,24.0,4.0,7.0
124285.61,124.29,53.0,3.0,17.0,5.0,8.0
90172.41,90.17,53.0,2.0,11.0,2.0,5.0
174988.28,174.99,60.5,2.0,15.0,1.0,4.0
248857.13,248.86,37.5,3.0,11.0,0.0,3.0
77350.76,77.35,46.0,2.0,24.0,1.0,4.0
82522.9,82.52,28.0,2.0,7.0,1.0,4.0
29468.64,29.47,34.0,3.0,21.0,4.0,7.0
288911.31,288.91,76.5,3.0,30.0,2.0,5.0
78577.44,78.58,36.0,2.0,11.0,1.0,4.0
77603.67,77.6,39.5,3.0,7.0,5.0,8.0
328899.36,328.9,37.5,2.0,5.0,6.0,9.0
92597.04,92.6,31.5,2.0,10.0,5.0,8.0
297544.09,297.54,28.5,3.0,10.0,5.0,8.0
32851.21,32.85,51.5,2.0,7.0,0.0,3.0
480144.79,480.14,62.5,4.0,8.0,6.0,9.0
42650.98,42.65,33.0,2.0,13.0,6.0,9.0
58775.25,58.78,44.5,2.0,6.0,0.0,3.0
43250.13,43.25,42.5,2.0,21.0,6.0,9.0
44827.57,44.83,22.5,2.0,4.0,0.0,3.0
38008.51,38.01,18.0,2.0,4.0,1.0,4.0
29398.82,29.4,24.0,2.0,27.0,1.0,4.0
595262.29,595.26,61.5,2.0,6.0,2.0,5.0
609279.65,609.28,72.5,2.0,28.0,6.0,9.0
37807.65,37.81,61.5,2.0,8.0,3.0,6.0
27628.73,27.63,34.5,2.0,19.0,6.0,9.0
66561.88,66.56,41.0,2.0,7.0,5.0,8.0
32061.04,32.06,63.5,5.0,28.0,3.0,6.0
91449.71,91.45,72.0,2.0,9.0,3.0,6.0
116032.2,116.03,46.0,2.0,13.0,1.0,4.0
891822.56,891.82,58.5,3.0,22.0,6.0,9.0
30603.54,30.6,28.0,2.0,9.0,1.0,4.0
31830.56,31.83,78.5,2.0,35.0,0.0,4.0
190495.47,190.5,54.5,2.0,9.0,2.0,5.0
42742.48,42.74,57.0,2.0,8.0,1.0,4.0
45358.07,45.36,55.0,2.0,20.0,0.0,4.0
37006.68,37.01,50.0,2.0,6.0,2.0,5.0
62789.43,62.79,73.5,2.0,19.0,3.0,6.0
56357.73,56.36,27.0,2.0,15.0,2.0,5.0
501459.5,501.46,66.0,2.0,6.0,6.0,9.0
76752.41,76.75,54.0,3.0,16.0,4.0,7.0
111387.43,111.39,25.0,3.0,9.0,3.0,6.0
130669.64,130.67,64.5,2.0,15.0,6.0,9.0
39396.52,39.4,38.5,2.0,11.0,1.0,4.0
31938.86,31.94,52.0,2.0,16.0,3.0,6.0
50357.21,50.36,47.5,2.0,5.0,4.0,7.0
44678.89,44.68,61.0,2.0,4.0,6.0,9.0
231831.11,231.83,65.5,2.0,5.0,3.0,6.0
48043.81,48.04,44.0,2.0,16.0,1.0,4.0
53681.2,53.68,38.5,2.0,10.0,5.0,8.0
131965.16,131.97,68.0,3.0,23.0,4.0,7.0
28581.65,28.58,22.0,2.0,5.0,6.0,9.0
352322.35,352.32,67.5,3.0,28.0,2.0,5.0
76862.02,76.86,63.0,2.0,4.0,2.0,5.0
25785.25,25.79,40.5,2.0,4.0,0.0,3.0
94406.55,94.41,29.5,2.0,7.0,2.0,5.0
48556.65,48.56,27.5,3.0,4.0,2.0,5.0
156569.62,156.57,66.0,2.0,18.0,6.0,9.0
36362.63,36.36,25.0,2.0,30.0,4.0,7.0
83070.26,83.07,40.5,2.0,17.0,6.0,9.0
130019.4,130.02,59.0,3.0,13.0,6.0,9.0
204190.99,204.19,48.5,4.0,26.0,6.0,9.0
209598.43,209.6,44.0,3.0,21.0,6.0,9.0
55037.04,55.04,55.0,2.0,21.0,6.0,9.0
43974.23,43.97,26.5,2.0,13.0,1.0,4.0
29414.43,29.41,23.5,2.0,8.0,4.0,7.0
270095.22,270.1,33.0,2.0,5.0,3.0,6.0
114455.31,114.46,72.0,2.0,9.0,4.0,7.0
35168.78,35.17,55.0,2.0,8.0,2.0,5.0
37211.46,37.21,28.0,3.0,4.0,6.0,9.0
65881.35,65.88,55.5,2.0,13.0,0.0,4.0
641706.42,641.71,54.5,2.0,10.0,5.0,8.0
53523.49,53.52,38.5,2.0,7.0,6.0,9.0
32836.38,32.84,28.5,2.0,4.0,4.0,7.0
73240.28,73.24,50.5,2.0,8.0,0.0,3.0
32628.14,32.63,46.0,2.0,6.0,4.0,7.0
352664.6,352.66,62.0,3.0,18.0,2.0,5.0
24321.55,24.32,47.0,2.0,15.0,1.0,4.0
40474.58,40.47,37.0,2.0,4.0,4.0,7.0
143895.75,143.9,60.0,2.0,11.0,6.0,9.0
41888.59,41.89,43.5,2.0,14.0,4.0,7.0
188993.77,188.99,65.0,2.0,4.0,2.0,5.0
38262.88,38.26,20.5,2.0,5.0,4.0,7.0
89503.05,89.5,47.0,2.0,15.0,5.0,8.0
31911.76,31.91,53.5,2.0,14.0,0.0,3.0
182370.14,182.37,31.5,3.0,18.0,0.0,3.0
32158.36,32.16,34.0,2.0,7.0,4.0,7.0
136799.56,136.8,36.0,2.0,15.0,0.0,3.0
71194.15,71.19,34.0,2.0,14.0,3.0,6.0
844380.04,844.38,67.0,2.0,21.0,0.0,3.0
49667.84,49.67,25.5,2.0,11.0,6.0,9.0
86905.04,86.91,74.5,2.0,22.0,5.0,8.0
100804.95,100.8,32.5,3.0,13.0,2.0,5.0
39977.5,39.98,41.0,2.0,11.0,0.0,4.0
66534.88,66.53,25.5,3.0,6.0,3.0,6.0
110931.42,110.93,57.5,3.0,5.0,4.0,7.0
49545.69,49.55,66.0,2.0,26.0,4.0,8.0
570367.94,570.37,61.0,2.0,5.0,6.0,9.0
34877.39,34.88,72.5,2.0,22.0,4.0,7.0
41470.62,41.47,30.5,2.0,9.0,5.0,8.0
108084.65,108.08,58.5,3.0,23.0,2.0,5.0
28701.3,28.7,64.5,2.0,5.0,0.0,3.0
62412.92,62.41,35.5,2.0,5.0,3.0,6.0
133643.49,133.64,67.0,3.0,4.0,0.0,3.0
60908.38,60.91,36.0,2.0,6.0,2.0,5.0
384909.84,384.91,58.0,4.0,20.0,6.0,9.0
56141.71,56.14,29.5,3.0,23.0,6.0,9.0
526695.78,526.7,52.5,3.0,15.0,2.0,5.0
386600.85,386.6,50.5,2.0,7.0,6.0,9.0
57980.78,57.98,51.0,2.0,8.0,3.0,6.0
215439.02,215.44,43.0,2.0,5.0,6.0,9.0
117529.92,117.53,34.5,2.0,12.0,2.0,5.0
25179.66,25.18,24.0,2.0,5.0,1.0,4.0
74729.72,74.73,52.5,2.0,15.0,3.0,6.0
46172.7,46.17,48.5,2.0,7.0,0.0,4.0
35035.3,35.04,65.5,2.0,21.0,6.0,9.0
180521.11,180.52,33.0,3.0,21.0,3.0,6.0
31893.52,31.89,53.0,2.0,16.0,3.0,6.0
63161.16,63.16,68.0,2.0,8.0,4.0,7.0
65479.51,65.48,62.0,2.0,9.0,2.0,5.0
38745.9,38.75,44.0,2.0,16.0,1.0,4.0
97130.15,97.13,52.0,2.0,13.0,1.0,4.0
27729.74,27.73,48.0,2.0,14.0,3.0,9.0
37274.19,37.27,53.0,2.0,13.0,6.0,9.0
74830.52,74.83,56.5,2.0,18.0,4.0,7.0
366927.16,366.93,38.0,3.0,27.0,0.0,3.0
457101.91,457.1,51.0,2.0,15.0,6.0,9.0
194757.38,194.76,66.0,2.0,5.0,1.0,4.0
107832.09,107.83,57.0,2.0,20.0,1.0,4.0
28347.21,28.35,20.5,2.0,26.0,1.0,4.0
31710.28,31.71,20.5,2.0,7.0,2.0,5.0
111738.69,111.74,41.5,2.0,8.0,2.0,5.0
409971.59,409.97,43.5,2.0,18.0,1.0,4.0
242884.31,242.88,48.5,2.0,14.0,1.0,4.0
61418.41,61.42,43.5,2.0,16.0,0.0,3.0
34401.82,34.4,79.5,2.0,8.0,6.0,9.0
461188.08,461.19,58.5,2.0,6.0,6.0,9.0
45757.25,45.76,36.5,2.0,12.0,0.0,3.0
47064.54,47.06,51.5,3.0,6.0,3.0,6.0
29209.96,29.21,57.5,2.0,5.0,4.0,7.0
31565.98,31.57,52.5,2.0,24.0,1.0,4.0
254137.76,254.14,66.5,2.0,12.0,5.0,8.0
674356.34,674.36,58.5,5.0,18.0,6.0,9.0
974163.93,974.16,52.5,3.0,4.0,3.0,6.0
31730.56,31.73,19.5,2.0,5.0,2.0,5.0
571579.2,571.58,66.5,2.0,8.0,0.0,3.0
44280.88,44.28,58.0,2.0,14.0,3.0,6.0
204701.66,204.7,76.0,2.0,25.0,2.0,5.0
3066904.49,3066.9,70.0,3.0,32.0,6.0,9.0
44144.91,44.14,63.0,3.0,5.0,4.0,7.0
293232.5,293.23,47.5,2.0,19.0,2.0,5.0
62474.86,62.47,46.5,2.0,7.0,1.0,4.0
25483.53,25.48,31.5,2.0,11.0,2.0,5.0
173262.78,173.26,74.0,2.0,7.0,6.0,9.0
240754.33,240.75,61.0,2.0,27.0,0.0,3.0
63935.79,63.94,66.0,2.0,7.0,6.0,9.0
73177.1,73.18,52.5,2.0,15.0,0.0,3.0
69992.52,69.99,60.5,2.0,15.0,2.0,5.0
62321.19,62.32,40.0,2.0,16.0,0.0,3.0
34171.25,34.17,27.5,2.0,6.0,0.0,3.0
64938.51,64.94,62.5,2.0,14.0,2.0,5.0
82475.06,82.48,27.5,2.0,11.0,4.0,7.0
41198.36,41.2,36.0,2.0,7.0,1.0,4.0
51714.71,51.71,39.0,2.0,5.0,0.0,3.0
39217.09,39.22,30.0,2.0,5.0,0.0,3.0
65003.66,65.0,30.0,2.0,5.0,4.0,7.0
30544.33,30.54,51.0,2.0,4.0,1.0,4.0
66707.5,66.71,45.0,2.0,13.0,1.0,4.0
52813.83,52.81,52.5,2.0,9.0,1.0,4.0
61418.13,61.42,67.5,2.0,7.0,3.0,6.0
44120.55,44.12,25.5,3.0,4.0,4.0,7.0
81637.21,81.64,37.5,3.0,6.0,4.0,7.0
51650.27,51.65,27.5,2.0,5.0,0.0,3.0
212995.99,213.0,67.0,3.0,26.0,6.0,9.0
24604.63,24.6,29.5,2.0,13.0,2.0,5.0
58736.58,58.74,33.5,2.0,13.0,6.0,9.0
74982.8,74.98,31.5,2.0,10.0,6.0,9.0
23791.66,23.79,34.5,2.0,9.0,0.0,3.0
85059.6,85.06,69.0,2.0,18.0,6.0,9.0
159158.25,159.16,46.5,3.0,9.0,2.0,5.0
31970.76,31.97,28.0,2.0,5.0,5.0,8.0
109942.52,109.94,73.5,2.0,13.0,5.0,8.0
58458.76,58.46,50.0,2.0,6.0,4.0,7.0
110814.25,110.81,63.5,2.0,16.0,6.0,9.0
80819.57,80.82,29.0,3.0,21.0,5.0,8.0
34326.75,34.33,53.0,2.0,6.0,3.0,6.0
60514.56,60.51,67.5,2.0,11.0,2.0,5.0
211688.69,211.69,55.5,3.0,14.0,6.0,9.0
61313.13,61.31,23.5,2.0,9.0,0.0,3.0
34912.84,34.91,46.5,2.0,11.0,0.0,3.0
63707.8,63.71,38.5,2.0,12.0,3.0,6.0
35291.18,35.29,57.5,2.0,7.0,1.0,4.0
38994.44,38.99,40.0,2.0,10.0,4.0,7.0
26058.46,26.06,44.0,2.0,15.0,1.0,4.0
1092117.3,1092.12,65.5,2.0,5.0,6.0,9.0
45615.56,45.62,55.0,2.0,21.0,3.0,6.0
644396.96,644.4,56.5,3.0,28.0,3.0,6.0
50565.27,50.57,38.5,2.0,15.0,3.0,6.0
34278.11,34.28,26.0,2.0,27.0,4.0,7.0
79710.31,79.71,25.5,3.0,6.0,1.0,4.0
328661.08,328.66,73.5,2.0,19.0,6.0,9.0
36610.68,36.61,67.0,2.0,6.0,2.0,5.0
234281.07,234.28,81.0,2.0,21.0,6.0,9.0
41886.72,41.89,29.5,2.0,18.0,2.0,5.0
32552.48,32.55,54.5,2.0,8.0,0.0,3.0
33909.0,33.91,74.5,2.0,15.0,5.0,8.0
112637.71,112.64,31.5,2.0,6.0,1.0,4.0
48573.33,48.57,58.5,2.0,6.0,6.0,9.0
88091.09,88.09,52.5,2.0,10.0,1.0,4.0
147635.78,147.64,38.0,2.0,17.0,0.0,3.0
37367.67,37.37,45.0,2.0,8.0,2.0,5.0
42293.5,42.29,26.0,3.0,13.0,2.0,5.0
27188.12,27.19,32.0,2.0,14.0,1.0,4.0
35752.57,35.75,23.0,2.0,9.0,6.0,9.0
82715.19,82.72,56.5,2.0,12.0,6.0,9.0
30966.22,30.97,57.5,2.0,11.0,1.0,4.0
126235.59,126.24,52.5,2.0,15.0,2.0,5.0
765481.02,765.48,33.5,2.0,10.0,6.0,9.0
48165.26,48.17,42.5,2.0,5.0,1.0,4.0
77864.44,77.86,29.0,2.0,8.0,4.0,7.0
172443.51,172.44,46.0,2.0,4.0,0.0,7.0
79685.64,79.69,35.0,2.0,35.0,6.0,9.0
28847.88,28.85,29.5,2.0,4.0,1.0,4.0
100879.8,100.88,51.0,2.0,15.0,4.0,7.0
33075.27,33.08,33.0,2.0,20.0,6.0,9.0
35431.41,35.43,51.5,2.0,15.0,0.0,3.0
203618.79,203.62,57.5,2.0,4.0,1.0,4.0
94889.75,94.89,30.5,2.0,6.0,6.0,9.0
28235.7,28.24,30.5,2.0,13.0,3.0,6.0
149676.25,149.68,24.0,2.0,13.0,2.0,5.0
51186.98,51.19,25.0,2.0,6.0,6.0,9.0
327819.91,327.82,30.5,2.0,5.0,0.0,3.0
131700.34,131.7,81.5,3.0,14.0,4.0,7.0
82909.27,82.91,37.5,2.0,7.0,0.0,3.0
88553.01,88.55,65.5,3.0,10.0,4.0,7.0
310695.11,310.7,56.0,4.0,10.0,6.0,9.0
321145.87,321.15,67.5,3.0,16.0,3.0,6.0
137209.08,137.21,73.5,2.0,21.0,2.0,5.0
36086.9,36.09,35.5,3.0,4.0,6.0,9.0
25013.12,25.01,24.5,2.0,4.0,0.0,3.0
1503466.23,1503.47,75.5,3.0,31.0,6.0,9.0
113743.11,113.74,50.0,2.0,6.0,2.0,5.0
264234.33,264.23,50.5,2.0,11.0,3.0,6.0
211747.38,211.75,39.5,2.0,11.0,2.0,5.0
43277.05,43.28,54.5,2.0,7.0,2.0,5.0
48785.62,48.79,44.0,2.0,22.0,0.0,3.0
28105.93,28.11,34.5,2.0,6.0,0.0,3.0
37788.58,37.79,60.0,2.0,15.0,4.0,7.0
36602.56,36.6,41.0,2.0,12.0,1.0,4.0
46517.88,46.52,35.5,3.0,4.0,1.0,4.0
121132.01,121.13,51.0,2.0,16.0,0.0,4.0
49254.42,49.25,40.0,2.0,15.0,4.0,7.0
29196.97,29.2,64.5,2.0,5.0,3.0,6.0
340262.71,340.26,58.0,2.0,14.0,6.0,9.0
31931.14,31.93,71.5,2.0,4.0,2.0,5.0
428754.82,428.75,87.5,2.0,29.0,6.0,9.0
35898.21,35.9,61.0,2.0,8.0,3.0,6.0
68449.77,68.45,64.0,2.0,8.0,6.0,9.0
142038.01,142.04,73.0,3.0,21.0,1.0,4.0
49711.84,49.71,59.5,2.0,24.0,6.0,9.0
41899.11,41.9,38.5,3.0,16.0,3.0,6.0
58342.13,58.34,66.5,2.0,4.0,2.0,5.0
71332.52,71.33,54.0,3.0,21.0,5.0,8.0
81276.25,81.28,52.0,3.0,10.0,3.0,6.0
147858.01,147.86,38.5,2.0,11.0,0.0,3.0
62918.26,62.92,29.0,3.0,11.0,2.0,5.0
59095.43,59.1,53.0,2.0,4.0,1.0,4.0
327658.21,327.66,44.0,3.0,21.0,5.0,8.0
25022.78,25.02,33.5,2.0,5.0,4.0,7.0
90221.31,90.22,37.5,2.0,6.0,1.0,4.0
205262.4,205.26,29.0,4.0,9.0,6.0,9.0
38249.09,38.25,63.5,2.0,6.0,0.0,3.0
81886.52,81.89,46.5,2.0,10.0,1.0,4.0
288723.33,288.72,39.0,3.0,15.0,2.0,5.0
40927.31,40.93,52.0,2.0,6.0,0.0,3.0
39370.54,39.37,57.5,2.0,5.0,1.0,4.0
69936.38,69.94,45.5,2.0,14.0,1.0,4.0
35062.23,35.06,26.5,2.0,6.0,3.0,6.0
44736.75,44.74,36.0,2.0,11.0,3.0,6.0
30145.87,30.15,43.5,2.0,19.0,6.0,9.0
76414.41,76.41,66.5,2.0,8.0,4.0,7.0
59808.03,59.81,49.0,2.0,14.0,4.0,7.0
27224.02,27.22,24.0,2.0,6.0,4.0,7.0
454732.58,454.73,67.0,2.0,7.0,4.0,7.0
61291.93,61.29,48.0,2.0,12.0,3.0,6.0
130022.59,130.02,68.5,3.0,20.0,5.0,8.0
44085.52,44.09,31.5,3.0,8.0,2.0,5.0
214642.0,214.64,35.5,3.0,14.0,6.0,9.0
990626.8,990.63,53.5,4.0,14.0,3.0,6.0
516732.24,516.73,60.5,3.0,29.0,6.0,9.0
184522.73,184.52,45.0,3.0,11.0,6.0,9.0
456853.07,456.85,75.0,2.0,12.0,6.0,9.0
38070.21,38.07,67.5,2.0,5.0,3.0,6.0
129027.33,129.03,65.5,2.0,9.0,2.0,5.0
36693.16,36.69,53.5,2.0,5.0,1.0,4.0
