client_id,variation,tenure_year,tenure_month,age,gender,accounts,balance,calls_semester,logons_semester,balance_thousands
3766077,Control,10.0,128.0,54.5,M,2.0,641706.42,5.0,8.0,641.71
6734072,Control,7.0,94.0,38.5,U,2.0,53523.49,6.0,9.0,53.52
5565651,Control,4.0,59.0,28.5,U,2.0,32836.38,4.0,7.0,32.84
5364272,Control,8.0,102.0,50.5,U,2.0,73240.28,0.0,3.0,73.24
5407437,Control,6.0,72.0,46.0,U,2.0,32628.14,4.0,7.0,32.63
7801931,Control,18.0,220.0,62.0,M,3.0,352664.6,2.0,5.0,352.66
7756840,Test,15.0,185.0,47.0,F,2.0,24321.55,1.0,4.0,24.32
8063233,Test,4.0,58.0,37.0,U,2.0,40474.58,4.0,7.0,40.47
949250,Test,11.0,135.0,60.0,M,2.0,143895.75,6.0,9.0,143.9
3780585,Control,14.0,176.0,43.5,F,2.0,41888.59,4.0,7.0,41.89
9722784,Control,4.0,58.0,65.0,U,2.0,188993.77,2.0,5.0,188.99
9883616,Control,5.0,71.0,20.5,U,2.0,38262.88,4.0,7.0,38.26
3243761,Test,15.0,189.0,47.0,M,2.0,89503.05,5.0,8.0,89.5
4244794,Test,14.0,178.0,53.5,M,2.0,31911.76,0.0,3.0,31.91
8812887,Test,18.0,223.0,31.5,F,3.0,182370.14,0.0,3.0,182.37
7198052,Test,7.0,90.0,34.0,F,2.0,32158.36,4.0,7.0,32.16
3081113,Test,15.0,187.0,36.0,U,2.0,136799.56,0.0,3.0,136.8
8866091,Test,14.0,169.0,34.0,F,2.0,71194.15,3.0,6.0,71.19
4288601,Test,21.0,263.0,67.0,F,2.0,844380.04,0.0,3.0,844.38
1850777,Control,11.0,138.0,25.5,F,2.0,49667.84,6.0,9.0,49.67
2158455,Control,22.0,273.0,74.5,U,2.0,86905.04,5.0,8.0,86.91
8924055,Test,13.0,159.0,32.5,F,3.0,100804.95,2.0,5.0,100.8
7004930,Test,11.0,143.0,41.0,F,2.0,39977.5,0.0,4.0,39.98
4060334,Control,6.0,73.0,25.5,U,3.0,66534.88,3.0,6.0,66.53
6050066,Test,5.0,71.0,57.5,U,3.0,110931.42,4.0,7.0,110.93
2726724,Control,26.0,313.0,66.0,F,2.0,49545.69,4.0,8.0,49.55
2057492,Control,5.0,65.0,61.0,U,2.0,570367.94,6.0,9.0,570.37
9144084,Test,22.0,274.0,72.5,M,2.0,34877.39,4.0,7.0,34.88
2330172,Test,9.0,118.0,30.5,F,2.0,41470.62,5.0,8.0,41.47
3232830,Test,23.0,276.0,58.5,F,3.0,108084.65,2.0,5.0,108.08
7328008,Test,5.0,70.0,64.5,U,2.0,28701.3,0.0,3.0,28.7
819412,Control,5.0,70.0,35.5,U,2.0,62412.92,3.0,6.0,62.41
3082498,Test,4.0,57.0,67.0,U,3.0,133643.49,0.0,3.0,133.64
2551175,Control,6.0,76.0,36.0,U,2.0,60908.38,2.0,5.0,60.91
3001576,Control,20.0,243.0,58.0,M,4.0,384909.84,6.0,9.0,384.91
4112213,Control,23.0,278.0,29.5,M,3.0,56141.71,6.0,9.0,56.14
8080988,Test,15.0,185.0,52.5,M,3.0,526695.78,2.0,5.0,526.7
4679130,Control,7.0,95.0,50.5,M,2.0,386600.85,6.0,9.0,386.6
106137,Test,8.0,103.0,51.0,F,2.0,57980.78,3.0,6.0,57.98
9330032,Control,5.0,71.0,43.0,M,2.0,215439.02,6.0,9.0,215.44
7190947,Test,12.0,154.0,34.5,F,2.0,117529.92,2.0,5.0,117.53
7703737,Control,5.0,70.0,24.0,U,2.0,25179.66,1.0,4.0,25.18
3411294,Test,15.0,187.0,52.5,F,2.0,74729.72,3.0,6.0,74.73
893856,Control,7.0,89.0,48.5,U,2.0,46172.7,0.0,4.0,46.17
4362459,Test,21.0,258.0,65.5,F,2.0,35035.3,6.0,9.0,35.04
2722728,Test,21.0,262.0,33.0,F,3.0,180521.11,3.0,6.0,180.52
9117206,Test,16.0,203.0,53.0,M,2.0,31893.52,3.0,6.0,31.89
3339371,Test,8.0,102.0,68.0,U,2.0,63161.16,4.0,7.0,63.16
4952622,Test,9.0,114.0,62.0,F,2.0,65479.51,2.0,5.0,65.48
8806177,Control,16.0,195.0,44.0,M,2.0,38745.9,1.0,4.0,38.75
8736046,Test,13.0,159.0,52.0,F,2.0,97130.15,1.0,4.0,97.13
7106140,Test,14.0,169.0,48.0,F,2.0,27729.74,3.0,9.0,27.73
7995807,Control,13.0,156.0,53.0,F,2.0,37274.19,6.0,9.0,37.27
3342954,Test,18.0,225.0,56.5,M,2.0,74830.52,4.0,7.0,74.83
4669475,Control,27.0,335.0,38.0,F,3.0,366927.16,0.0,3.0,366.93
1230061,Control,15.0,192.0,51.0,M,2.0,457101.91,6.0,9.0,457.1
2432885,Control,5.0,69.0,66.0,F,2.0,194757.38,1.0,4.0,194.76
5634806,Control,20.0,249.0,57.0,F,2.0,107832.09,1.0,4.0,107.83
3332995,Test,26.0,319.0,20.5,F,2.0,28347.21,1.0,4.0,28.35
2458102,Control,7.0,90.0,20.5,U,2.0,31710.28,2.0,5.0,31.71
2478585,Test,8.0,102.0,41.5,U,2.0,111738.69,2.0,5.0,111.74
6291263,Control,18.0,226.0,43.5,M,2.0,409971.59,1.0,4.0,409.97
161127,Control,14.0,173.0,48.5,F,2.0,242884.31,1.0,4.0,242.88
9794196,Test,16.0,199.0,43.5,M,2.0,61418.41,0.0,3.0,61.42
5473564,Control,8.0,105.0,79.5,F,2.0,34401.82,6.0,9.0,34.4
7159825,Test,6.0,75.0,58.5,U,2.0,461188.08,6.0,9.0,461.19
9494132,Control,12.0,146.0,36.5,M,2.0,45757.25,0.0,3.0,45.76
7961024,Test,6.0,78.0,51.5,U,3.0,47064.54,3.0,6.0,47.06
8183191,Test,5.0,70.0,57.5,F,2.0,29209.96,4.0,7.0,29.21
6671813,Test,24.0,288.0,52.5,M,2.0,31565.98,1.0,4.0,31.57
5859609,Test,12.0,146.0,66.5,F,2.0,254137.76,5.0,8.0,254.14
4005175,Control,18.0,227.0,58.5,M,5.0,674356.34,6.0,9.0,674.36
4924036,Control,4.0,58.0,52.5,U,3.0,974163.93,3.0,6.0,974.16
4395425,Control,5.0,66.0,19.5,U,2.0,31730.56,2.0,5.0,31.73
4177113,Test,8.0,104.0,66.5,M,2.0,571579.2,0.0,3.0,571.58
6032443,Test,14.0,169.0,58.0,M,2.0,44280.88,3.0,6.0,44.28
5484187,Control,25.0,305.0,76.0,F,2.0,204701.66,2.0,5.0,204.7
8420201,Test,32.0,388.0,70.0,F,3.0,3066904.49,6.0,9.0,3066.9
5357905,Control,5.0,64.0,63.0,M,3.0,44144.91,4.0,7.0,44.14
9046131,Control,19.0,230.0,47.5,M,2.0,293232.5,2.0,5.0,293.23
6642182,Control,7.0,85.0,46.5,U,2.0,62474.86,1.0,4.0,62.47
2032704,Control,11.0,137.0,31.5,F,2.0,25483.53,2.0,5.0,25.48
7762280,Test,7.0,89.0,74.0,U,2.0,173262.78,6.0,9.0,173.26
2176872,Test,27.0,325.0,61.0,F,2.0,240754.33,0.0,3.0,240.75
9847675,Control,7.0,94.0,66.0,U,2.0,63935.79,6.0,9.0,63.94
5589841,Control,15.0,189.0,52.5,U,2.0,73177.1,0.0,3.0,73.18
20185,Test,15.0,189.0,60.5,F,2.0,69992.52,2.0,5.0,69.99
6081831,Control,16.0,192.0,40.0,F,2.0,62321.19,0.0,3.0,62.32
9420931,Control,6.0,78.0,27.5,U,2.0,34171.25,0.0,3.0,34.17
388395,Test,14.0,170.0,62.5,M,2.0,64938.51,2.0,5.0,64.94
1158721,Test,11.0,140.0,27.5,F,2.0,82475.06,4.0,7.0,82.48
9045071,Test,7.0,85.0,36.0,U,2.0,41198.36,1.0,4.0,41.2
5293856,Test,5.0,70.0,39.0,U,2.0,51714.71,0.0,3.0,51.71
8323224,Test,5.0,65.0,30.0,M,2.0,39217.09,0.0,3.0,39.22
3750666,Control,5.0,66.0,30.0,U,2.0,65003.66,4.0,7.0,65.0
5862986,Control,4.0,59.0,51.0,U,2.0,30544.33,1.0,4.0,30.54
8578882,Test,13.0,161.0,45.0,F,2.0,66707.5,1.0,4.0,66.71
1254086,Control,9.0,119.0,52.5,M,2.0,52813.83,1.0,4.0,52.81
1232986,Test,7.0,86.0,67.5,U,2.0,61418.13,3.0,6.0,61.42
8863351,Test,4.0,58.0,25.5,U,3.0,44120.55,4.0,7.0,44.12
6126216,Test,6.0,74.0,37.5,M,3.0,81637.21,4.0,7.0,81.64
568680,Test,5.0,71.0,27.5,U,2.0,51650.27,0.0,3.0,51.65
2441162,Test,26.0,323.0,67.0,M,3.0,212995.99,6.0,9.0,213.0
3282755,Control,13.0,159.0,29.5,M,2.0,24604.63,2.0,5.0,24.6
3641229,Test,13.0,166.0,33.5,M,2.0,58736.58,6.0,9.0,58.74
9100156,Test,10.0,125.0,31.5,F,2.0,74982.8,6.0,9.0,74.98
9471146,Control,9.0,113.0,34.5,M,2.0,23791.66,0.0,3.0,23.79
1750910,Control,18.0,225.0,69.0,F,2.0,85059.6,6.0,9.0,85.06
4261163,Test,9.0,119.0,46.5,F,3.0,159158.25,2.0,5.0,159.16
1554187,Test,5.0,63.0,28.0,M,2.0,31970.76,5.0,8.0,31.97
8897853,Test,13.0,166.0,73.5,M,2.0,109942.52,5.0,8.0,109.94
8635264,Test,6.0,82.0,50.0,U,2.0,58458.76,4.0,7.0,58.46
8226519,Test,16.0,196.0,63.5,F,2.0,110814.25,6.0,9.0,110.81
2515738,Control,21.0,255.0,29.0,M,3.0,80819.57,5.0,8.0,80.82
2370481,Control,6.0,73.0,53.0,U,2.0,34326.75,3.0,6.0,34.33
6815832,Control,11.0,142.0,67.5,M,2.0,60514.56,2.0,5.0,60.51
7701830,Control,14.0,168.0,55.5,F,3.0,211688.69,6.0,9.0,211.69
7102016,Test,9.0,119.0,23.5,M,2.0,61313.13,0.0,3.0,61.31
7670689,Test,11.0,137.0,46.5,F,2.0,34912.84,0.0,3.0,34.91
1304790,Test,12.0,144.0,38.5,M,2.0,63707.8,3.0,6.0,63.71
5035620,Test,7.0,87.0,57.5,U,2.0,35291.18,1.0,4.0,35.29
4203907,Control,10.0,130.0,40.0,M,2.0,38994.44,4.0,7.0,38.99
3941036,Control,15.0,190.0,44.0,M,2.0,26058.46,1.0,4.0,26.06
2102149,Control,5.0,70.0,65.5,U,2.0,1092117.3,6.0,9.0,1092.12
6071571,Control,21.0,255.0,55.0,F,2.0,45615.56,3.0,6.0,45.62
9348822,Control,28.0,341.0,56.5,M,3.0,644396.96,3.0,6.0,644.4
2443802,Test,15.0,183.0,38.5,M,2.0,50565.27,3.0,6.0,50.57
5391755,Control,27.0,324.0,26.0,F,2.0,34278.11,4.0,7.0,34.28
3939804,Control,6.0,78.0,25.5,F,3.0,79710.31,1.0,4.0,79.71
3804845,Test,19.0,229.0,73.5,M,2.0,328661.08,6.0,9.0,328.66
5610462,Test,6.0,81.0,67.0,U,2.0,36610.68,2.0,5.0,36.61
7402550,Test,21.0,253.0,81.0,F,2.0,234281.07,6.0,9.0,234.28
676128,Control,18.0,218.0,29.5,U,2.0,41886.72,2.0,5.0,41.89
3795202,Test,8.0,106.0,54.5,F,2.0,32552.48,0.0,3.0,32.55
5935308,Test,15.0,181.0,74.5,M,2.0,33909.0,5.0,8.0,33.91
5244367,Control,6.0,78.0,31.5,U,2.0,112637.71,1.0,4.0,112.64
9697821,Test,6.0,73.0,58.5,U,2.0,48573.33,6.0,9.0,48.57
4411577,Control,10.0,131.0,52.5,F,2.0,88091.09,1.0,4.0,88.09
7207332,Test,17.0,205.0,38.0,F,2.0,147635.78,0.0,3.0,147.64
5377930,Control,8.0,104.0,45.0,F,2.0,37367.67,2.0,5.0,37.37
8878856,Control,13.0,157.0,26.0,M,3.0,42293.5,2.0,5.0,42.29
7446763,Test,14.0,176.0,32.0,F,2.0,27188.12,1.0,4.0,27.19
3750659,Control,9.0,115.0,23.0,U,2.0,35752.57,6.0,9.0,35.75
2274274,Test,12.0,149.0,56.5,F,2.0,82715.19,6.0,9.0,82.72
7130741,Test,11.0,142.0,57.5,F,2.0,30966.22,1.0,4.0,30.97
9000891,Control,15.0,180.0,52.5,M,2.0,126235.59,2.0,5.0,126.24
6225696,Test,10.0,127.0,33.5,M,2.0,765481.02,6.0,9.0,765.48
9844262,Test,5.0,68.0,42.5,U,2.0,48165.26,1.0,4.0,48.17
4730148,Control,8.0,103.0,29.0,M,2.0,77864.44,4.0,7.0,77.86
3819828,Test,4.0,56.0,46.0,U,2.0,172443.51,0.0,7.0,172.44
9712676,Control,35.0,420.0,35.0,F,2.0,79685.64,6.0,9.0,79.69
2723277,Test,4.0,58.0,29.5,U,2.0,28847.88,1.0,4.0,28.85
208525,Test,15.0,182.0,51.0,M,2.0,100879.8,4.0,7.0,100.88
2733173,Test,20.0,250.0,33.0,M,2.0,33075.27,6.0,9.0,33.08
7327373,Test,15.0,180.0,51.5,F,2.0,35431.41,0.0,3.0,35.43
7655560,Control,4.0,55.0,57.5,F,2.0,203618.79,1.0,4.0,203.62
3361896,Test,6.0,83.0,30.5,U,2.0,94889.75,6.0,9.0,94.89
8497234,Control,13.0,156.0,30.5,F,2.0,28235.7,3.0,6.0,28.24
5946478,Control,13.0,158.0,24.0,F,2.0,149676.25,2.0,5.0,149.68
756571,Control,6.0,83.0,25.0,U,2.0,51186.98,6.0,9.0,51.19
1223405,Control,5.0,62.0,30.5,U,2.0,327819.91,0.0,3.0,327.82
6571707,Control,14.0,179.0,81.5,M,3.0,131700.34,4.0,7.0,131.7
7988666,Test,7.0,87.0,37.5,U,2.0,82909.27,0.0,3.0,82.91
9154441,Control,10.0,124.0,65.5,F,3.0,88553.01,4.0,7.0,88.55
3100504,Control,10.0,125.0,56.0,F,4.0,310695.11,6.0,9.0,310.7
1236186,Test,16.0,192.0,67.5,M,3.0,321145.87,3.0,6.0,321.15
4500704,Test,21.0,261.0,73.5,F,2.0,137209.08,2.0,5.0,137.21
7221546,Test,4.0,59.0,35.5,U,3.0,36086.9,6.0,9.0,36.09
4020782,Test,4.0,56.0,24.5,U,2.0,25013.12,0.0,3.0,25.01
7812877,Test,31.0,379.0,75.5,M,3.0,1503466.23,6.0,9.0,1503.47
6105767,Test,6.0,75.0,50.0,U,2.0,113743.11,2.0,5.0,113.74
5002400,Control,11.0,142.0,50.5,F,2.0,264234.33,3.0,6.0,264.23
9358257,Control,11.0,143.0,39.5,F,2.0,211747.38,2.0,5.0,211.75
7906167,Control,7.0,87.0,54.5,U,2.0,43277.05,2.0,5.0,43.28
2465348,Test,22.0,268.0,44.0,F,2.0,48785.62,0.0,3.0,48.79
8363789,Test,6.0,82.0,34.5,U,2.0,28105.93,0.0,3.0,28.11
3741689,Control,15.0,189.0,60.0,F,2.0,37788.58,4.0,7.0,37.79
2211100,Control,12.0,153.0,41.0,F,2.0,36602.56,1.0,4.0,36.6
4160074,Test,4.0,57.0,35.5,U,3.0,46517.88,1.0,4.0,46.52
5408240,Control,16.0,200.0,51.0,F,2.0,121132.01,0.0,4.0,121.13
3694585,Control,15.0,190.0,40.0,F,2.0,49254.42,4.0,7.0,49.25
1973111,Test,5.0,65.0,64.5,U,2.0,29196.97,3.0,6.0,29.2
2093746,Test,14.0,176.0,58.0,M,2.0,340262.71,6.0,9.0,340.26
4438713,Control,4.0,59.0,71.5,U,2.0,31931.14,2.0,5.0,31.93
6217257,Test,29.0,352.0,87.5,M,2.0,428754.82,6.0,9.0,428.75
7723151,Test,8.0,97.0,61.0,U,2.0,35898.21,3.0,6.0,35.9
450423,Test,8.0,106.0,64.0,M,2.0,68449.77,6.0,9.0,68.45
8585300,Test,21.0,257.0,73.0,F,3.0,142038.01,1.0,4.0,142.04
9798472,Test,24.0,296.0,59.5,F,2.0,49711.84,6.0,9.0,49.71
8041338,Test,16.0,192.0,38.5,F,3.0,41899.11,3.0,6.0,41.9
8532134,Test,4.0,49.0,66.5,U,2.0,58342.13,2.0,5.0,58.34
4286204,Control,21.0,261.0,54.0,F,3.0,71332.52,5.0,8.0,71.33
5283991,Control,10.0,130.0,52.0,F,3.0,81276.25,3.0,6.0,81.28
484375,Control,11.0,138.0,38.5,U,2.0,147858.01,0.0,3.0,147.86
5821298,Control,11.0,136.0,29.0,F,3.0,62918.26,2.0,5.0,62.92
8112934,Test,4.0,57.0,53.0,U,2.0,59095.43,1.0,4.0,59.1
2014783,Control,21.0,254.0,44.0,M,3.0,327658.21,5.0,8.0,327.66
4832252,Test,5.0,60.0,33.5,U,2.0,25022.78,4.0,7.0,25.02
6606171,Control,6.0,82.0,37.5,U,2.0,90221.31,1.0,4.0,90.22
4966762,Control,9.0,108.0,29.0,M,4.0,205262.4,6.0,9.0,205.26
1005952,Control,6.0,75.0,63.5,U,2.0,38249.09,0.0,3.0,38.25
2276962,Test,10.0,129.0,46.5,M,2.0,81886.52,1.0,4.0,81.89
8364792,Test,15.0,189.0,39.0,F,3.0,288723.33,2.0,5.0,288.72
6776216,Control,6.0,74.0,52.0,U,2.0,40927.31,0.0,3.0,40.93
4480951,Control,5.0,66.0,57.5,U,2.0,39370.54,1.0,4.0,39.37
6116234,Test,14.0,169.0,45.5,F,2.0,69936.38,1.0,4.0,69.94
9215572,Test,6.0,76.0,26.5,U,2.0,35062.23,3.0,6.0,35.06
9154808,Control,11.0,136.0,36.0,M,2.0,44736.75,3.0,6.0,44.74
1285361,Test,19.0,234.0,43.5,F,2.0,30145.87,6.0,9.0,30.15
3824646,Test,8.0,97.0,66.5,U,2.0,76414.41,4.0,7.0,76.41
7293373,Test,14.0,175.0,49.0,U,2.0,59808.03,4.0,7.0,59.81
7649914,Control,6.0,76.0,24.0,M,2.0,27224.02,4.0,7.0,27.22
7145300,Test,7.0,90.0,67.0,U,2.0,454732.58,4.0,7.0,454.73
7193293,Test,12.0,153.0,48.0,M,2.0,61291.93,3.0,6.0,61.29
6992250,Test,20.0,242.0,68.5,F,3.0,130022.59,5.0,8.0,130.02
5889547,Test,8.0,103.0,31.5,M,3.0,44085.52,2.0,5.0,44.09
6660788,Control,14.0,178.0,35.5,M,3.0,214642.0,6.0,9.0,214.64
73648,Test,14.0,169.0,53.5,M,4.0,990626.8,3.0,6.0,990.63
4445535,Control,29.0,349.0,60.5,F,3.0,516732.24,6.0,9.0,516.73
455693,Control,11.0,142.0,45.0,F,3.0,184522.73,6.0,9.0,184.52
667440,Control,12.0,154.0,75.0,M,2.0,456853.07,6.0,9.0,456.85
4790368,Control,5.0,65.0,67.5,U,2.0,38070.21,3.0,6.0,38.07
2830142,Control,9.0,108.0,65.5,F,2.0,129027.33,2.0,5.0,129.03
8631749,Test,5.0,67.0,53.5,U,2.0,36693.16,1.0,4.0,36.69
6833897,Test,23.0,276.0,67.5,F,3.0,2463121.27,3.0,7.0,2463.12
3265995,Control,15.0,189.0,41.0,F,2.0,42017.91,1.0,4.0,42.02
3907202,Control,28.0,337.0,63.5,M,2.0,89899.92,3.0,6.0,89.9
9579688,Test,7.0,85.0,67.5,U,2.0,198521.98,6.0,9.0,198.52
2613481,Test,14.0,175.0,69.0,M,2.0,96744.79,6.0,9.0,96.74
9425999,Test,8.0,107.0,54.5,M,2.0,72685.55,6.0,9.0,72.69
6396533,Control,6.0,72.0,30.0,U,2.0,36256.7,4.0,7.0,36.26
8674117,Control,33.0,406.0,67.5,F,2.0,127243.52,2.0,5.0,127.24
5281648,Test,8.0,102.0,27.0,U,2.0,38726.55,4.0,7.0,38.73
7651162,Control,19.0,234.0,65.0,F,2.0,47471.34,2.0,5.0,47.47
3319092,Control,15.0,187.0,24.5,F,2.0,34095.34,2.0,5.0,34.1
6209041,Test,5.0,70.0,42.0,U,2.0,31221.57,6.0,9.0,31.22
6985236,Control,8.0,97.0,31.5,U,3.0,84761.03,2.0,5.0,84.76
401260,Test,4.0,58.0,60.5,F,2.0,28139.15,4.0,7.0,28.14
1674319,Test,14.0,173.0,28.5,M,2.0,36248.67,5.0,8.0,36.25
2059028,Control,5.0,70.0,48.0,U,2.0,43514.59,3.0,6.0,43.51
837349,Control,6.0,79.0,32.5,U,3.0,110504.13,6.0,9.0,110.5
7511167,Test,9.0,111.0,62.5,M,2.0,453602.38,1.0,4.0,453.6
9258568,Test,7.0,91.0,27.0,U,2.0,74242.53,6.0,9.0,74.24
6289640,Test,5.0,67.0,66.5,U,2.0,62301.32,1.0,4.0,62.3
7313519,Test,10.0,120.0,53.5,M,2.0,406539.04,2.0,5.0,406.54
1377934,Test,4.0,57.0,29.0,F,4.0,147320.53,5.0,8.0,147.32
7020,Control,16.0,195.0,41.5,F,2.0,63648.09,2.0,5.0,63.65
9394113,Test,9.0,113.0,66.5,M,2.0,666826.88,2.0,5.0,666.83
8169366,Test,7.0,86.0,69.0,U,2.0,501049.93,1.0,4.0,501.05
8971654,Control,15.0,186.0,61.5,F,2.0,71995.54,3.0,6.0,72.0
8749493,Control,7.0,85.0,27.0,U,2.0,45605.47,1.0,4.0,45.61
6165948,Control,10.0,130.0,61.5,M,2.0,1134769.98,5.0,8.0,1134.77
4561306,Control,6.0,78.0,38.0,U,3.0,64295.89,6.0,9.0,64.3
2606984,Test,10.0,123.0,69.5,F,2.0,65949.71,4.0,7.0,65.95
3298315,Control,5.0,65.0,24.0,U,2.0,34868.46,2.0,6.0,34.87
2332428,Test,13.0,162.0,54.5,M,3.0,177808.2,6.0,9.0,177.81
5503836,Control,29.0,354.0,52.5,M,3.0,885370.62,6.0,9.0,885.37
8991695,Test,5.0,67.0,56.0,M,2.0,31773.47,0.0,3.0,31.77
9734308,Control,11.0,136.0,58.0,F,4.0,689795.2,5.0,8.0,689.8
5949701,Test,5.0,70.0,63.0,U,2.0,112872.21,6.0,9.0,112.87
6013114,Control,18.0,223.0,41.0,F,2.0,66938.95,0.0,3.0,66.94
267446,Control,7.0,84.0,67.0,U,4.0,439456.99,6.0,9.0,439.46
6131525,Control,14.0,175.0,74.0,F,2.0,37042.48,0.0,3.0,37.04
7288479,Control,22.0,268.0,32.0,F,3.0,181264.85,4.0,7.0,181.26
9527640,Test,7.0,92.0,28.5,U,2.0,56370.04,6.0,9.0,56.37
5731029,Test,3.0,43.0,28.5,F,2.0,44457.98,0.0,3.0,44.46
2609648,Test,20.0,243.0,42.0,M,2.0,130903.51,5.0,8.0,130.9
8013108,Test,5.0,68.0,63.5,U,2.0,35668.52,6.0,9.0,35.67
6800257,Test,20.0,250.0,54.0,F,2.0,311587.9,0.0,3.0,311.59
1169134,Control,17.0,211.0,39.5,F,3.0,102967.52,0.0,3.0,102.97
7890317,Control,5.0,62.0,56.0,F,2.0,37978.44,3.0,6.0,37.98
1798396,Control,26.0,317.0,50.5,F,3.0,216150.7,3.0,6.0,216.15
4712253,Test,23.0,280.0,75.5,F,3.0,2416888.09,6.0,9.0,2416.89
8182490,Test,15.0,186.0,48.5,M,2.0,88368.06,3.0,6.0,88.37
9939412,Test,20.0,251.0,63.5,F,2.0,345063.32,4.0,7.0,345.06
3329794,Test,15.0,187.0,67.5,F,3.0,119496.52,6.0,9.0,119.5
1871451,Control,8.0,101.0,58.5,U,2.0,53432.07,4.0,7.0,53.43
5405251,Test,13.0,166.0,33.5,M,2.0,47716.52,6.0,9.0,47.72
48448,Test,8.0,105.0,67.5,M,2.0,53172.79,2.0,5.0,53.17
5757843,Control,14.0,178.0,31.5,F,2.0,26496.1,0.0,3.0,26.5
3569595,Test,11.0,140.0,35.5,F,2.0,40767.63,0.0,3.0,40.77
6774181,Test,24.0,295.0,46.5,F,2.0,49152.73,0.0,3.0,49.15
6303727,Control,12.0,154.0,76.0,M,2.0,29839.73,0.0,3.0,29.84
5479065,Control,8.0,96.0,21.0,U,2.0,62494.17,0.0,3.0,62.49
6510398,Control,6.0,83.0,50.5,U,2.0,64966.44,4.0,7.0,64.97
4429669,Test,8.0,98.0,27.5,U,3.0,35303.61,0.0,3.0,35.3
9401571,Control,5.0,68.0,46.0,U,2.0,33855.33,6.0,9.0,33.86
1795781,Test,15.0,184.0,52.5,F,2.0,28968.22,2.0,5.0,28.97
9689693,Test,27.0,327.0,59.5,F,2.0,54856.5,0.0,3.0,54.86
5822736,Control,28.0,337.0,59.0,M,3.0,323925.1,6.0,9.0,323.93
1384594,Control,29.0,355.0,58.5,M,2.0,26880.67,0.0,3.0,26.88
2574005,Test,5.0,65.0,62.5,U,2.0,153535.03,6.0,9.0,153.54
30462,Test,15.0,190.0,66.0,M,2.0,235960.05,3.0,6.0,235.96
7410126,Test,14.0,168.0,52.0,M,6.0,492171.85,6.0,9.0,492.17
9882286,Control,5.0,70.0,64.0,U,3.0,103263.91,4.0,7.0,103.26
5152221,Control,14.0,177.0,49.5,M,2.0,79016.35,6.0,9.0,79.02
3893516,Test,4.0,59.0,34.5,U,2.0,43917.73,0.0,3.0,43.92
1644880,Test,28.0,346.0,56.0,F,2.0,26010.97,0.0,3.0,26.01
7492583,Test,10.0,121.0,39.5,M,2.0,54706.92,6.0,9.0,54.71
1334827,Control,11.0,141.0,38.5,F,2.0,76572.53,0.0,3.0,76.57
4066835,Control,10.0,127.0,26.0,M,3.0,41169.6,6.0,9.0,41.17
6103330,Control,10.0,130.0,29.0,F,2.0,35282.52,1.0,4.0,35.28
878571,Test,9.0,119.0,59.5,F,2.0,161333.3,5.0,8.0,161.33
1518469,Control,21.0,258.0,52.5,M,3.0,69043.5,6.0,9.0,69.04
9892825,Control,11.0,141.0,60.0,F,2.0,166730.48,0.0,3.0,166.73
8694277,Test,15.0,182.0,38.0,M,2.0,80757.3,1.0,4.0,80.76
569235,Test,5.0,71.0,34.0,U,2.0,55698.02,3.0,6.0,55.7
5300806,Control,19.0,239.0,37.5,M,2.0,28110.63,0.0,3.0,28.11
6793424,Control,5.0,71.0,79.0,U,2.0,57033.4,5.0,9.0,57.03
2492084,Control,9.0,112.0,58.0,F,2.0,31250.75,6.0,9.0,31.25
3389093,Control,5.0,70.0,38.5,U,2.0,42926.79,0.0,3.0,42.93
9241612,Test,12.0,154.0,34.0,M,2.0,34287.84,2.0,5.0,34.29
1444484,Test,5.0,60.0,80.5,U,2.0,35166.59,3.0,6.0,35.17
4761635,Control,14.0,169.0,39.5,M,2.0,35428.05,1.0,4.0,35.43
628776,Test,6.0,82.0,67.5,U,2.0,140044.82,6.0,9.0,140.04
3230369,Test,10.0,121.0,64.5,M,2.0,170228.67,6.0,9.0,170.23
6030394,Control,11.0,137.0,64.5,M,2.0,128472.36,1.0,4.0,128.47
2158976,Test,24.0,294.0,44.5,F,3.0,288241.24,6.0,9.0,288.24
8408200,Control,8.0,98.0,28.5,M,2.0,34176.18,2.0,5.0,34.18
4492817,Test,8.0,102.0,43.0,U,2.0,75735.25,5.0,8.0,75.74
3084989,Control,6.0,83.0,26.5,U,2.0,76095.57,2.0,5.0,76.1
3229214,Test,8.0,97.0,45.5,U,2.0,30186.42,3.0,6.0,30.19
2670183,Control,13.0,160.0,42.0,F,3.0,25661.58,0.0,3.0,25.66
3943790,Test,10.0,130.0,33.0,M,4.0,729201.84,6.0,9.0,729.2
7931684,Control,10.0,128.0,49.5,F,2.0,57687.63,3.0,6.0,57.69
2437429,Control,4.0,56.0,36.5,F,2.0,197134.65,0.0,3.0,197.13
266232,Test,10.0,130.0,51.5,F,5.0,365072.86,6.0,9.0,365.07
3682583,Test,10.0,127.0,23.5,M,2.0,45055.41,0.0,3.0,45.06
2346504,Control,25.0,310.0,61.5,M,3.0,141655.42,4.0,7.0,141.66
3636597,Control,8.0,103.0,58.5,U,2.0,61804.76,2.0,5.0,61.8
9988883,Test,20.0,241.0,60.5,F,2.0,164330.38,0.0,4.0,164.33
4756173,Test,15.0,184.0,78.5,F,2.0,81777.14,1.0,4.0,81.78
